date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:18	46833/46833	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a6-b6f1%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/gallery/img-6.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/gallery/img-6.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:19	76002/76002	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a5-128e2%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/gallery/img-4.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/gallery/img-4.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:19	4927/4927	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a9-133f%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/testimonials/img-1.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/testimonials/img-1.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:19	4234/4234	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a9-108a%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/testimonials/img-2.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/testimonials/img-2.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:20	25600/25600	---MCZ	200	added ('OK')	text/html	etag:W/%225e5695b9-6400%22	http://themepresss.com/tf/html/telusa/telusa/blog-single.html	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/blog-single.html	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:21	10597/10597	---M--	200	added ('OK')	image/jpeg	etag:%225e56959d-2965%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/1.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/1.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:22	10236/10236	---M--	200	added ('OK')	image/jpeg	etag:%225e56959d-27fc%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/2.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/2.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:22	8499/8499	---M--	200	added ('OK')	image/jpeg	etag:%225e56959d-2133%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/3.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/3.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:23	218950/218950	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a8-35746%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/slider/slide-1.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/slider/slide-1.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:25	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5695aa-90b5%22	http://themepresss.com/tf/html/telusa/telusa/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/js/bootstrap.min.js	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:25	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5695af-ad36%22	http://themepresss.com/tf/html/telusa/telusa/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/js/owl.carousel.min.js	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:27	17253/17253	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5695b0-4365%22	http://themepresss.com/tf/html/telusa/telusa/assets/js/script.js	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/js/script.js	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:33	97163/97163	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5695ae-17b8b%22	http://themepresss.com/tf/html/telusa/telusa/assets/js/jquery.min.js	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/js/jquery.min.js	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:35	158815/158815	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a5-26c5f%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/gallery/img-5.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/gallery/img-5.jpg	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:43	259262/259262	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5695ad-3f4be%22	http://themepresss.com/tf/html/telusa/telusa/assets/js/jquery-plugin-collection.js	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/js/jquery-plugin-collection.js	(from http://themepresss.com/tf/html/telusa/telusa/index.html)
22:53:44	56108/56108	---M--	200	added ('OK')	font/woff	etag:%225e56959a-db2c%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/themify9f24.woff	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/themify-icons.css)
22:53:44	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-59f7cac293ad8%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/themify9f24.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/themify-icons.css)
22:53:46	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-59f7cac293ad8%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/themify.eot?	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/themifyd41d.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/themify-icons.css)
22:53:48	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e56959a-3931d%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/themify9f24.svg	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/themify-icons.css)
22:53:48	6254/6254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22186e-59f7cabe7989a%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/flaticon.css)
22:53:48	4164/4164	---M--	200	added ('OK')	font/woff	etag:%225e569595-1044%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.woff	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/flaticon.css)
22:53:49	6254/6254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22186e-59f7cabe7989a%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticond41d.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/flaticon.css)
22:53:49	34859/34859	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e569594-882b%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.svg	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/flaticon.css)
22:53:49	6076/6076	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225e569594-17bc%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/Flaticon.ttf	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/flaticon.css)
22:53:52	78584/78584	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225e56959a-132f8%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/themify9f24.ttf	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/themify-icons.css)
22:53:52	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%225e569597-466c%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.woff2	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/bootstrap.min.css)
22:53:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-59f7cabfac730%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/bootstrap.min.css)
22:53:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-59f7cabfac730%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/bootstrap.min.css)
22:53:54	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e569596-1a8c2%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.svg	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/bootstrap.min.css)
22:53:55	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Aug%202021%2016:53:56%20GMT	http://themepresss.com/tf/html/telusa/telusa/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/css/owl.video.play.png	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/owl.carousel.css)
22:53:56	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-59f7cac17a674%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.eot	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/slick-theme.css)
22:53:56	4178/4178	---M--	200	added ('OK')	image/gif	etag:%225e56959c-1052%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/ajax-loader.gif	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/ajax-loader.gif	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/slick-theme.css)
22:53:56	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-59f7cac17a674%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.eot?	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/slickd41d.eot	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/slick-theme.css)
22:53:57	1380/1380	---M--	200	added ('OK')	font/woff	etag:%225e569598-564%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.woff	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.woff	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/slick-theme.css)
22:53:57	1892/1892	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225e569598-764%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.ttf	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.ttf	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/slick-theme.css)
22:53:57	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e569597-868%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.svg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/slick.svg	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/slick-theme.css)
22:53:57	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225e569596-5b80%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.woff	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/bootstrap.min.css)
22:53:57	1362/1362	---M--	200	added ('OK')	image/png	etag:%225e5695a3-552%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_sprite.png	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_sprite.png	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/jquery.fancybox.css)
22:53:57	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225e569596-b15c%22	http://themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/fonts/glyphicons-halflings-regular.ttf	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/bootstrap.min.css)
22:53:57	43/43	---M--	200	added ('OK')	image/gif	etag:%225e5695a1-2b%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/blank.gif	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/blank.gif	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/jquery.fancybox.css)
22:53:58	6567/6567	---M--	200	added ('OK')	image/gif	etag:%225e5695a1-19a7%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_loading.gif	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_loading.gif	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/jquery.fancybox.css)
22:53:58	1003/1003	---M--	200	added ('OK')	image/png	etag:%225e5695a2-3eb%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_overlay.png	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_overlay.png	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/jquery.fancybox.css)
22:53:58	6553/6553	---M--	200	added ('OK')	image/png	etag:%225e5695a4-1999%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_sprite@2x.png	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_sprite@2x.png	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/jquery.fancybox.css)
22:53:59	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Aug%202021%2016:54:01%20GMT	http://themepresss.com/tf/html/telusa/telusa/assets/images/select-icon.png	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/select-icon.png	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/style.css)
22:53:59	13984/13984	---M--	200	added ('OK')	image/gif	etag:%225e5695a2-36a0%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_loading@2x.gif	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/fancybox/fancybox_loading@2x.gif	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/jquery.fancybox.css)
22:54:00	1394/1394	---M--	200	added ('OK')	image/jpeg	etag:%225e56959e-572%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/author.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/author.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
22:54:04	40377/40377	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a6-9db9%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/page-title.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/page-title.jpg	(from http://themepresss.com/tf/html/telusa/telusa/assets/css/style.css)
22:54:15	99538/99538	---M--	200	added ('OK')	image/jpeg	etag:%225e56959e-184d2%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/img-7.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/img-7.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
22:54:16	2255/2255	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a7-8cf%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/recent-posts/img-1.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/recent-posts/img-1.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
22:54:16	3027/3027	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a7-bd3%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/recent-posts/img-2.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/recent-posts/img-2.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
22:54:17	3051/3051	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a7-beb%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/recent-posts/img-3.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/recent-posts/img-3.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
22:54:18	114276/114276	---M--	200	added ('OK')	image/jpeg	etag:%225e56959f-1be64%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/img-8.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/img-8.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
22:54:18	3566/3566	---M--	200	added ('OK')	image/jpeg	etag:%225e5695a0-dee%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog-details/author.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog-details/author.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-single.html)
22:54:19	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Aug%202021%2016:54:20%20GMT	http://themepresss.com/tf/html/telusa/telusa/0	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/0.4b.delayed	(from http://themepresss.com/tf/html/telusa/telusa/blog-single.html)
22:54:19	115474/115474	---M--	200	added ('OK')	image/jpeg	etag:%225e56959f-1c312%22	http://themepresss.com/tf/html/telusa/telusa/assets/images/blog/img-9.jpg	C:/My%20Web%20Sites/Portfolio/themepresss.com/tf/html/telusa/telusa/assets/images/blog/img-9.jpg	(from http://themepresss.com/tf/html/telusa/telusa/blog-width-sidebar.html)
